"","tip","cites"
"2737","Cyrtonyx montezumae",3
"2738","Cyrtonyx ocellatus",0
"2739","Dacelo gaudichaud",1
"2740","Dacelo leachii",1
"2741","Dacelo novaeguineae",5
"2742","Dacelo tyro",0
"2743","Dacnis albiventris",0
"2744","Dacnis berlepschi",0
"2745","Dacnis cayana",0
"2746","Dacnis egregia",0
"2747","Dacnis flaviventer",0
"2748","Dacnis hartlaubi",0
"2749","Dacnis lineata",0
"2750","Dacnis nigripes",0
"2751","Dacnis venusta",0
"2752","Dacnis viguieri",0
"2753","Dactylortyx thoracicus",0
"2754","Damophila julie",0
"2755","Daphoenositta chrysoptera",0
"2756","Daphoenositta miranda",0
"2757","Daption capense",9
"2758","Daptrius ater",0
"2759","Dasycrotapha speciosa",0
"2760","Dasyornis brachypterus",2
"2761","Dasyornis broadbenti",0
"2762","Dasyornis longirostris",0
"2763","Deconychura longicauda",0
"2764","Deconychura stictolaema",0
"2765","Delichon dasypus",1
"2766","Delichon nipalense",0
"2767","Delichon urbicum",2
"2768","Delothraupis castaneoventris",0
"2769","Deltarhynchus flammulatus",0
"2770","Dendragapus canadensis",6
"2771","Dendragapus falcipennis",0
"2772","Dendragapus fuliginosus",1
"2773","Dendragapus obscurus",1
"2774","Dendrexetastes rufigula",0
"2775","Dendrocincla anabatina",0
"2776","Dendrocincla fuliginosa",0
"2777","Dendrocincla homochroa",1
"2778","Dendrocincla merula",0
"2779","Dendrocincla turdina",0
"2780","Dendrocincla tyrannina",0
"2781","Dendrocitta bayleyi",0
"2782","Dendrocitta formosae",2
"2783","Dendrocitta frontalis",0
"2784","Dendrocitta leucogastra",0
"2785","Dendrocitta occipitalis",0
"2786","Dendrocitta vagabunda",1
"2787","Dendrocolaptes certhia",0
"2788","Dendrocolaptes hoffmannsi",0
"2789","Dendrocolaptes picumnus",0
"2790","Dendrocolaptes platyrostris",0
"2791","Dendrocolaptes sanctithomae",1
"2792","Dendrocopos assimilis",0
"2793","Dendrocopos atratus",0
"2794","Dendrocopos auriceps",1
"2795","Dendrocopos canicapillus",0
"2796","Dendrocopos cathpharius",0
"2797","Dendrocopos darjellensis",1
"2798","Dendrocopos dorae",1
"2799","Dendrocopos himalayensis",0
"2800","Dendrocopos hyperythrus",0
"2801","Dendrocopos kizuki",1
"2802","Dendrocopos leucopterus",0
"2803","Dendrocopos leucotos",3
"2804","Dendrocopos macei",0
"2805","Dendrocopos maculatus",0
"2806","Dendrocopos mahrattensis",0
"2807","Dendrocopos major",10
"2808","Dendrocopos medius",4
"2809","Dendrocopos minor",2
"2810","Dendrocopos moluccensis",0
"2811","Dendrocopos nanus",0
"2812","Dendrocopos noguchii",0
"2813","Dendrocopos obsoletus",1
"2814","Dendrocopos ramsayi",0
"2815","Dendrocopos syriacus",2
"2816","Dendrocopos temminckii",0
"2817","Dendrocygna arborea",0
"2818","Dendrocygna arcuata",1
"2819","Dendrocygna autumnalis",7
"2820","Dendrocygna bicolor",3
"2821","Dendrocygna eytoni",2
"2822","Dendrocygna guttata",0
"2823","Dendrocygna javanica",0
"2824","Dendrocygna viduata",5
"2825","Dendroica adelaidae",0
"2826","Dendroica aestiva",0
"2827","Dendroica angelae",0
"2828","Dendroica caerulescens",13
"2829","Dendroica castanea",0
"2830","Dendroica cerulea",1
"2831","Dendroica chrysoparia",3
"2832","Dendroica coronata",16
"2833","Dendroica delicata",0
"2834","Dendroica discolor",4
"2835","Dendroica dominica",0
"2836","Dendroica fusca",2
"2837","Dendroica graciae",0
"2838","Dendroica kirtlandii",2
"2839","Dendroica magnolia",0
"2840","Dendroica nigrescens",0
"2841","Dendroica occidentalis",3
"2842","Dendroica palmarum",1
"2843","Dendroica pensylvanica",3
"2844","Dendroica petechia",18
"2845","Dendroica pharetra",0
"2846","Dendroica pinus",3
"2847","Dendroica pityophila",1
"2848","Dendroica plumbea",0
"2849","Dendroica striata",2
"2850","Dendroica subita",0
"2851","Dendroica tigrina",0
"2852","Dendroica townsendi",4
"2853","Dendroica virens",2
"2854","Dendroica vitellina",0
"2855","Dendronanthus indicus",0
"2856","Dendropicos abyssinicus",0
"2857","Dendropicos elachus",0
"2858","Dendropicos fuscescens",0
"2859","Dendropicos gabonensis",0
"2860","Dendropicos lugubris",0
"2861","Dendropicos poecilolaemus",0
"2862","Dendropicos spodocephalus",0
"2863","Dendropicos stierlingi",0
"2864","Dendroplex kienerii",0
"2865","Dendroplex picus",1
"2866","Dendrortyx barbatus",1
"2867","Dendrortyx leucophrys",0
"2868","Dendrortyx macroura",1
"2869","Deroptyus accipitrinus",0
"2870","Dicaeum aeneum",0
"2871","Dicaeum aeruginosum",0
"2872","Dicaeum agile",1
"2873","Dicaeum annae",0
"2874","Dicaeum anthonyi",0
"2875","Dicaeum aureolimbatum",0
"2876","Dicaeum australe",0
"2877","Dicaeum bicolor",0
"2878","Dicaeum celebicum",1
"2879","Dicaeum chrysorrheum",1
"2880","Dicaeum concolor",1
"2881","Dicaeum cruentatum",1
"2882","Dicaeum erythrorhynchos",0
"2883","Dicaeum erythrothorax",0
"2884","Dicaeum everetti",0
"2885","Dicaeum eximium",0
"2886","Dicaeum geelvinkianum",0
"2887","Dicaeum haematostictum",0
"2888","Dicaeum hirundinaceum",0
"2889","Dicaeum hypoleucum",0
"2890","Dicaeum igniferum",0
"2891","Dicaeum ignipectus",0
"2892","Dicaeum maugei",0
"2893","Dicaeum melanoxanthum",0
"2894","Dicaeum monticolum",0
"2895","Dicaeum nehrkorni",0
"2896","Dicaeum nigrilore",0
"2897","Dicaeum nitidum",0
"2898","Dicaeum pectorale",0
"2899","Dicaeum proprium",0
"2900","Dicaeum pygmaeum",0
"2901","Dicaeum quadricolor",0
"2902","Dicaeum retrocinctum",0
"2903","Dicaeum sanguinolentum",0
"2904","Dicaeum trigonostigma",0
"2905","Dicaeum tristrami",0
"2906","Dicaeum trochileum",0
"2907","Dicaeum vincens",0
"2908","Dicaeum vulneratum",0
"2909","Dichrozona cincta",0
"2910","Dicrurus adsimilis",8
"2911","Dicrurus aeneus",0
"2912","Dicrurus aldabranus",0
"2913","Dicrurus andamanensis",0
"2914","Dicrurus annectans",1
"2915","Dicrurus atripennis",0
"2916","Dicrurus balicassius",0
"2917","Dicrurus bracteatus",0
"2918","Dicrurus caerulescens",0
"2919","Dicrurus densus",0
"2920","Dicrurus forficatus",1
"2921","Dicrurus fuscipennis",0
"2922","Dicrurus hottentottus",1
"2923","Dicrurus leucophaeus",0
"2924","Dicrurus ludwigii",1
"2925","Dicrurus macrocercus",2
"2926","Dicrurus megarhynchus",0
"2927","Dicrurus modestus",0
"2928","Dicrurus montanus",0
"2929","Dicrurus paradiseus",4
"2930","Dicrurus remifer",0
"2931","Dicrurus sumatranus",0
"2932","Dicrurus waldenii",0
"2933","Didunculus strigirostris",0
"2934","Diglossa albilatera",0
"2935","Diglossa baritula",0
"2936","Diglossa brunneiventris",1
"2937","Diglossa caerulescens",0
"2938","Diglossa carbonaria",0
"2939","Diglossa cyanea",0
"2940","Diglossa duidae",0
"2941","Diglossa glauca",0
"2942","Diglossa gloriosa",0
"2943","Diglossa gloriosissima",0
"2944","Diglossa humeralis",0
"2945","Diglossa indigotica",0
"2946","Diglossa lafresnayii",0
"2947","Diglossa major",0
"2948","Diglossa mystacalis",0
"2949","Diglossa plumbea",0
"2950","Diglossa sittoides",0
"2951","Diglossa venezuelensis",0
"2952","Dinemellia dinemelli",0
"2953","Dinopium benghalense",0
"2954","Dinopium javanense",0
"2955","Dinopium rafflesii",0
"2956","Dinopium shorii",0
"2957","Diomedea amsterdamensis",2
"2958","Diomedea antipodensis",0
"2959","Diomedea dabbenena",1
"2960","Diomedea epomophora",0
"2961","Diomedea exulans",64
"2962","Diomedea sanfordi",5
"2963","Diopsittaca nobilis",5
"2964","Dioptrornis brunneus",0
"2965","Dioptrornis chocolatinus",0
"2966","Dioptrornis fischeri",0
"2967","Discosura conversii",0
"2968","Discosura langsdorffi",0
"2969","Discosura letitiae",0
"2970","Discosura longicaudus",0
"2971","Discosura popelairii",0
"2972","Diuca diuca",3
"2973","Diuca speculifera",0
"2974","Dives atroviolaceus",1
"2975","Dives dives",0
"2976","Dives warszewiczi",0
"2977","Dolichonyx oryzivorus",20
"2978","Doliornis remseni",0
"2979","Doliornis sclateri",0
"2980","Dolospingus fringilloides",0
"2981","Donacobius atricapilla",0
"2982","Donacospiza albifrons",0
"2983","Doricha eliza",1
"2984","Doricha enicura",0
"2985","Doryfera johannae",0
"2986","Doryfera ludovicae",0
"2987","Drepanoptila holosericea",1
"2988","Dromaeocercus brunneus",0
"2989","Dromaius novaehollandiae",178
"2990","Dromas ardeola",6
"2991","Dromococcyx pavoninus",0
"2992","Dromococcyx phasianellus",1
"2993","Drymocichla incana",0
"2994","Drymodes brunneopygia",0
"2995","Drymodes superciliaris",0
"2996","Drymophila caudata",0
"2997","Drymophila devillei",0
"2998","Drymophila ferruginea",0
"2999","Drymophila genei",0
"3000","Drymophila malura",0
"3001","Drymophila ochropyga",0
"3002","Drymophila rubricollis",0
"3003","Drymophila squamata",0
"3004","Drymornis bridgesii",0
"3005","Dryocopus galeatus",0
"3006","Dryocopus hodgei",0
"3007","Dryocopus javensis",1
"3008","Dryocopus lineatus",1
"3009","Dryocopus martius",0
"3010","Dryocopus pileatus",9
"3011","Dryocopus schulzi",0
"3012","Dryolimnas cuvieri",1
"3013","Dryoscopus angolensis",0
"3014","Dryoscopus cubla",0
"3015","Dryoscopus gambensis",0
"3016","Dryoscopus pringlii",0
"3017","Dryoscopus sabini",0
"3018","Dryoscopus senegalensis",0
"3019","Dryotriorchis spectabilis",0
"3020","Dubusia taeniata",0
"3021","Ducula aenea",0
"3022","Ducula aurorae",1
"3023","Ducula badia",1
"3024","Ducula bakeri",0
"3025","Ducula basilica",0
"3026","Ducula bicolor",3
"3027","Ducula brenchleyi",0
"3028","Ducula carola",0
"3029","Ducula chalconota",0
"3030","Ducula cineracea",0
"3031","Ducula concinna",0
"3032","Ducula finschii",0
"3033","Ducula forsteni",0
"3034","Ducula galeata",0
"3035","Ducula goliath",1
"3036","Ducula lacernulata",0
"3037","Ducula latrans",0
"3038","Ducula luctuosa",0
"3039","Ducula melanochroa",0
"3040","Ducula mindorensis",0
"3041","Ducula mullerii",0
"3042","Ducula myristicivora",0
"3043","Ducula oceanica",0
"3044","Ducula pacifica",1
"3045","Ducula perspicillata",0
"3046","Ducula pickeringii",0
"3047","Ducula pinon",1
"3048","Ducula pistrinaria",0
"3049","Ducula poliocephala",0
"3050","Ducula radiata",0
"3051","Ducula rosacea",0
"3052","Ducula rubricera",0
"3053","Ducula rufigaster",0
"3054","Ducula spilorrhoa",0
"3055","Ducula subflavescens",0
"3056","Ducula whartoni",0
"3057","Ducula zoeae",0
"3058","Dulus dominicus",0
"3059","Dumetella carolinensis",28
"3060","Dumetia hyperythra",0
"3061","Dysithamnus leucostictus",0
"3062","Dysithamnus mentalis",1
"3063","Dysithamnus occidentalis",0
"3064","Dysithamnus plumbeus",0
"3065","Dysithamnus puncticeps",0
"3066","Dysithamnus stictothorax",0
"3067","Dysithamnus striaticeps",0
"3068","Dysithamnus xanthopterus",0
"3069","Eclectus roratus",38
"3070","Egretta ardesiaca",0
"3071","Egretta caerulea",6
"3072","Egretta eulophotes",7
"3073","Egretta garzetta",69
"3074","Egretta gularis",0
"3075","Egretta novaehollandiae",1
"3076","Egretta rufescens",2
"3077","Egretta sacra",0
"3078","Egretta thula",18
"3079","Egretta tricolor",8
"3080","Egretta vinaceigula",0
"3081","Elaenia albiceps",3
"3082","Elaenia chiriquensis",1
"3083","Elaenia cristata",1
"3084","Elaenia dayi",0
"3085","Elaenia fallax",0
"3086","Elaenia flavogaster",1
"3087","Elaenia frantzii",1
"3088","Elaenia gigas",0
"3089","Elaenia martinica",0
"3090","Elaenia mesoleuca",0
"3091","Elaenia obscura",0
"3092","Elaenia pallatangae",0
"3093","Elaenia parvirostris",1
"3094","Elaenia pelzelni",0
"3095","Elaenia ridleyana",0
"3096","Elaenia ruficeps",0
"3097","Elaenia spectabilis",0
"3098","Elaenia strepera",0
"3099","Elanoides forficatus",0
"3100","Elanus axillaris",0
"3101","Elanus caeruleus",4
"3102","Elanus leucurus",1
"3103","Elanus scriptus",4
"3104","Electron carinatum",0
"3105","Electron platyrhynchum",0
"3106","Eleoscytalopus indigoticus",0
"3107","Eleoscytalopus psychopompus",1
"3108","Eleothreptus anomalus",0
"3109","Eleothreptus candicans",0
"3110","Elminia albicauda",0
"3111","Elminia albiventris",0
"3112","Elminia albonotata",0
"3113","Elminia longicauda",0
"3114","Elminia nigromitrata",0
"3115","Elseyornis melanops",0
"3116","Elvira chionura",0
"3117","Elvira cupreiceps",0
"3118","Emberiza affinis",0
"3119","Emberiza aureola",9
"3120","Emberiza bruniceps",8
"3121","Emberiza buchanani",0
"3122","Emberiza cabanisi",0
"3123","Emberiza caesia",0
"3124","Emberiza capensis",0
"3125","Emberiza chrysophrys",1
"3126","Emberiza cia",3
"3127","Emberiza cineracea",0
"3128","Emberiza cioides",3
"3129","Emberiza cirlus",5
"3130","Emberiza citrinella",14
"3131","Emberiza elegans",4
"3132","Emberiza flaviventris",0
"3133","Emberiza fucata",1
"3134","Emberiza godlewskii",3
"3135","Emberiza hortulana",9
"3136","Emberiza impetuani",0
"3137","Emberiza jankowskii",1
"3138","Emberiza koslowi",0
"3139","Emberiza leucocephalos",1
"3140","Emberiza melanocephala",6
"3141","Emberiza pallasi",1
"3142","Emberiza poliopleura",0
"3143","Emberiza pusilla",1
"3144","Emberiza rustica",3
"3145","Emberiza rutila",2
"3146","Emberiza schoeniclus",19
"3147","Emberiza socotrana",0
"3148","Emberiza spodocephala",5
"3149","Emberiza stewarti",0
"3150","Emberiza striolata",0
"3151","Emberiza sulphurata",1
"3152","Emberiza tahapisi",0
"3153","Emberiza tristrami",2
"3154","Emberiza variabilis",0
"3155","Emberiza vincenti",0
"3156","Emberiza yessoensis",0
"3157","Emberizoides duidae",0
"3158","Emberizoides herbicola",0
"3159","Emberizoides ypiranganus",0
"3160","Embernagra longicauda",0
"3161","Embernagra platensis",1
"3162","Emblema pictum",0
"3163","Eminia lepida",0
"3164","Empidonax affinis",0
"3165","Empidonax albigularis",0
"3166","Empidonax alnorum",2
"3167","Empidonax atriceps",0
"3168","Empidonax difficilis",0
"3169","Empidonax flavescens",2
"3170","Empidonax flaviventris",0
"3171","Empidonax fulvifrons",0
"3172","Empidonax hammondii",0
"3173","Empidonax minimus",2
"3174","Empidonax oberholseri",0
"3175","Empidonax occidentalis",0
"3176","Empidonax traillii",8
"3177","Empidonax virescens",6
"3178","Empidonax wrightii",1
"3179","Empidonomus aurantioatrocristatus",0
"3180","Empidonomus varius",0
"3181","Empidornis semipartitus",0
"3182","Enicognathus ferrugineus",2
"3183","Enicognathus leptorhynchus",1
"3184","Enicurus immaculatus",0
"3185","Enicurus leschenaulti",0
"3186","Enicurus maculatus",0
"3187","Enicurus ruficapillus",1
"3188","Enicurus schistaceus",0
"3189","Enicurus scouleri",0
"3190","Enicurus velatus",0
"3191","Enodes erythrophris",0
"3192","Ensifera ensifera",2
"3193","Entomodestes coracinus",0
"3194","Entomodestes leucotis",0
"3195","Entomyzon cyanotis",1
"3196","Eophona migratoria",1
"3197","Eophona personata",3
"3198","Eopsaltria australis",5
"3199","Eopsaltria flaviventris",0
"3200","Eopsaltria georgiana",0
"3201","Eopsaltria griseogularis",0
"3202","Eopsaltria pulverulenta",1
"3203","Eos bornea",2
"3204","Eos cyanogenia",1
"3205","Eos histrio",0
"3206","Eos reticulata",0
"3207","Eos semilarvata",0
"3208","Eos squamata",0
"3209","Ephippiorhynchus asiaticus",1
"3210","Ephippiorhynchus senegalensis",1
"3211","Epimachus albertisi",0
"3212","Epimachus bruijnii",0
"3213","Epimachus fastuosus",0
"3214","Epimachus meyeri",0
"3215","Epinecrophylla erythrura",0
"3216","Epinecrophylla fjeldsaai",0
"3217","Epinecrophylla fulviventris",0
"3218","Epinecrophylla haematonota",0
"3219","Epinecrophylla leucophthalma",0
"3220","Epinecrophylla ornata",0
"3221","Epinecrophylla spodionota",0
"3222","Epthianura albifrons",0
"3223","Epthianura aurifrons",0
"3224","Epthianura crocea",1
"3225","Epthianura tricolor",0
"3226","Eremalauda dunni",1
"3227","Eremalauda starki",0
"3228","Eremiornis carteri",0
"3229","Eremomela atricollis",0
"3230","Eremomela badiceps",0
"3231","Eremomela canescens",0
"3232","Eremomela flavicrissalis",0
"3233","Eremomela gregalis",0
"3234","Eremomela icteropygialis",0
"3235","Eremomela pusilla",0
"3236","Eremomela salvadorii",0
"3237","Eremomela scotops",0
"3238","Eremomela turneri",0
"3239","Eremomela usticollis",0
"3240","Eremophila alpestris",15
"3241","Eremophila bilopha",1
"3242","Eremopsaltria mongolicus",0
"3243","Eremopterix australis",0
"3244","Eremopterix griseus",0
"3245","Eremopterix leucopareia",0
"3246","Eremopterix leucotis",0
"3247","Eremopterix nigriceps",0
"3248","Eremopterix signatus",0
"3249","Eremopterix verticalis",0
"3250","Ergaticus ruber",0
"3251","Ergaticus versicolor",1
"3252","Eriocnemis alinae",0
"3253","Eriocnemis cupreoventris",0
"3254","Eriocnemis derbyi",0
"3255","Eriocnemis glaucopoides",0
"3256","Eriocnemis godini",0
"3257","Eriocnemis isabellae",0
"3258","Eriocnemis luciani",0
"3259","Eriocnemis mirabilis",0
"3260","Eriocnemis mosquera",0
"3261","Eriocnemis nigrivestis",0
"3262","Eriocnemis vestita",0
"3263","Erithacus akahige",0
"3264","Erithacus komadori",1
"3265","Erithacus rubecula",98
"3266","Erpornis zantholeuca",0
"3267","Erythrocercus holochlorus",0
"3268","Erythrocercus livingstonei",0
"3269","Erythrocercus mccallii",0
"3270","Erythrogonys cinctus",0
"3271","Erythropygia barbata",0
"3272","Erythropygia coryphaeus",0
"3273","Erythropygia galactotes",0
"3274","Erythropygia hartlaubi",0
"3275","Erythropygia leucophrys",0
"3276","Erythropygia leucosticta",0
"3277","Erythropygia paena",0
"3278","Erythropygia quadrivirgata",0
"3279","Erythropygia signata",0
"3280","Erythrotriorchis buergersi",0
"3281","Erythrotriorchis radiatus",0
"3282","Erythrura coloria",0
"3283","Erythrura cyaneovirens",0
"3284","Erythrura gouldiae",45
"3285","Erythrura hyperythra",0
"3286","Erythrura kleinschmidti",0
"3287","Erythrura papuana",0
"3288","Erythrura pealii",0
"3289","Erythrura prasina",0
"3290","Erythrura psittacea",0
"3291","Erythrura regia",0
"3292","Erythrura trichroa",0
"3293","Erythrura tricolor",0
"3294","Erythrura viridifacies",0
"3295","Esacus giganteus",0
"3296","Esacus recurvirostris",0
"3297","Estrilda astrild",12
"3298","Estrilda atricapilla",0
"3299","Estrilda caerulescens",0
"3300","Estrilda charmosyna",0
"3301","Estrilda erythronotos",0
"3302","Estrilda kandti",0
"3303","Estrilda melanotis",0
"3304","Estrilda melpoda",0
"3305","Estrilda nigriloris",0
"3306","Estrilda nonnula",0
"3307","Estrilda paludicola",0
"3308","Estrilda perreini",0
"3309","Estrilda poliopareia",0
"3310","Estrilda quartinia",0
"3311","Estrilda rhodopyga",0
"3312","Estrilda rufibarba",0
"3313","Estrilda thomensis",0
"3314","Estrilda troglodytes",3
"3315","Eubucco bourcierii",0
"3316","Eubucco richardsoni",0
"3317","Eubucco tucinkae",0
"3318","Eubucco versicolor",0
"3319","Eucometis penicillata",0
"3320","Eudocimus albus",26
"3321","Eudocimus ruber",10
"3322","Eudromia elegans",6
"3323","Eudromia formosa",0
"3324","Eudromias morinellus",1
"3325","Eudynamys melanorhynchus",0
"3326","Eudynamys orientalis",0
"3327","Eudynamys scolopaceus",3
"3328","Eudynamys taitensis",0
"3329","Eudyptes chrysocome",30
"3330","Eudyptes chrysolophus",37
"3331","Eudyptes moseleyi",7
"3332","Eudyptes pachyrhynchus",5
"3333","Eudyptes robustus",2
"3334","Eudyptes schlegeli",8
"3335","Eudyptes sclateri",2
"3336","Eudyptula minor",98
"3337","Eugenes fulgens",5
"3338","Eugerygone rubra",0
"3339","Eugralla paradoxa",0
"3340","Eulabeornis castaneoventris",0
"3341","Eulacestoma nigropectus",0
"3342","Eulampis holosericeus",0
"3343","Eulampis jugularis",3
"3344","Eulidia yarrellii",0
"3345","Eulipoa wallacei",0
"3346","Eumomota superciliosa",2
"3347","Eumyias albicaudatus",0
"3348","Eumyias indigo",0
"3349","Eumyias panayensis",0
"3350","Eumyias sordidus",0
"3351","Eumyias thalassinus",0
"3352","Euneornis campestris",0
