"","species","id","order","family","genus","Pr","Jetz.species","match"
"3337","Eriocnemis vestita","TANIG01_Eriocnemis vestita","Trochiliformes","Trochilidae","Eriocnemis",0,"Eriocnemis_vestita","yes"
"3339","Erithacus akahige","PYRPYR01_Erithacus akahige","Passeriformes","Turdidae","Erithacus",0,NA,NA
"3341","Erithacus komadori","LUSKOM01_Erithacus komadori","Passeriformes","Turdidae","Erithacus",0,NA,NA
"3343","Erithacus rubecula","LINN1_Erithacus rubecula","Passeriformes","Turdidae","Erithacus",0,"Erithacus_rubecula","yes"
"3374","Erpornis zantholeuca","ERZAN01_Erpornis zantholeuca","Passeriformes","Timaliidae","Erpornis",0,NA,NA
"3376","Erythrogenys erythrogenys","POERY01_Erythrogenys erythrogenys","Passeriformes","Timaliidae","Erythrogenys",0,NA,NA
"3379","Erythrura prasina","ERPRA01_Erythrura prasina","Passeriformes","Estrildidae","Erythrura",0,"Erythrura_prasina","yes"
"3380","Erythrura viridifacies","ERYVIR01_Erythrura viridifacies","Passeriformes","Estrildidae","Erythrura",0,"Erythrura_viridifacies","yes"
"3381","Estrilda astrild","PLOVEL01_Estrilda astrild","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_astrild","yes"
"3386","Estrilda caerulescens","RECOB1_Estrilda caerulescens","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_caerulescens","yes"
"3389","Estrilda melanotis","AFR177_Estrilda melanotis","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melanotis","yes"
"3393","Estrilda melpoda","GRW09_Estrilda melpoda","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_melpoda","yes"
"3397","Estrilda troglodytes","LAVA1_Estrilda troglodytes","Passeriformes","Estrildidae","Estrilda",0,"Estrilda_troglodytes","yes"
"3398","Euaegotheles insignis","EUAINS01_Euaegotheles insignis","Caprimulgiformes","Aegothelidae","Euaegotheles",0,NA,NA
"3399","Eubucco versicolor","EUBVER01_Eubucco versicolor","Piciformes","Ramphastidae","Eubucco",0,NA,NA
"3400","Eucometis penicillata","TASCH01_Eucometis penicillata","Passeriformes","Fringillidae","Eucometis",0,NA,NA
"3401","Eudocimus ruber","EUDRUB01_Eudocimus ruber","Ciconiiformes","Threskiornithidae","Eudocimus",0,"Eudocimus_ruber","yes"
"3403","Eudynamys cyanocephala","EUCYA01_Eudynamys cyanocephala","Cuculiformes","Cuculidae","Eudynamys",0,"Eudynamys_orientalis","no"
"3404","Eudynamys scolopaceus","ACAGR2_Eudynamys scolopaceus","Cuculiformes","Cuculidae","Eudynamys",0,"Eudynamys_scolopaceus","yes"
"3405","Eudyptes chrysocome","SPMAG12_Eudyptes chrysocome","Sphenisciformes","Spheniscidae","Eudyptes",0,NA,NA
"3410","Eudyptula minor","EUMIN01_Eudyptula minor","Sphenisciformes","Spheniscidae","Eudyptula",0,"Eudyptula_minor","yes"
"3413","Eugralla paradoxa","CURCUR01_Eugralla paradoxa","Passeriformes","Rhinocryptidae","Eugralla",0,NA,NA
"3414","Eulacestoma nigropectus","EULNIG01_Eulacestoma nigropectus","Passeriformes","Undefined bird family","Eulacestoma",0,"Eulacestoma_nigropectus","yes"
"3415","Eumyias albicaudatus","ORW1_Eumyias albicaudatus","Passeriformes","Muscicapidae","Eumyias",0,NA,NA
"3417","Euneornis campestris","GEOTRI01_Euneornis campestris","Passeriformes","Fringillidae","Euneornis",0,"Euneornis_campestris","yes"
"3418","Eupetomena macroura","EUMIN01_Eupetomena macroura","Trochiliformes","Trochilidae","Eupetomena",0,NA,NA
"3423","Euphonia chlorotica","EUCHL01_Euphonia chlorotica","Passeriformes","Fringillidae","Euphonia",0,"Euphonia_chlorotica","yes"
"3424","Euphonia laniirostris","EUXAN01_Euphonia laniirostris","Passeriformes","Fringillidae","Euphonia",0,"Euphonia_laniirostris","yes"
"3425","Euphonia violacea","VOLJAC02_Euphonia violacea","Passeriformes","Fringillidae","Euphonia",0,"Euphonia_violacea","yes"
"3427","Euphonia xanthogaster","PIRLUD02_Euphonia xanthogaster","Passeriformes","Fringillidae","Euphonia",0,"Euphonia_xanthogaster","yes"
"3440","Euplectes afer","PADOM01_Euplectes afer","Passeriformes","Ploceidae","Euplectes",0,"Euplectes_afer","yes"
"3441","Euplectes albonotatus","RFF1_Euplectes albonotatus","Passeriformes","Ploceidae","Euplectes",0,"Euplectes_albonotatus","yes"
"3446","Euplectes ardens","AFR019_Euplectes ardens","Passeriformes","Ploceidae","Euplectes",0,"Euplectes_ardens","yes"
"3453","Euplectes capensis","GRW10_Euplectes capensis","Passeriformes","Ploceidae","Euplectes",0,"Euplectes_capensis","yes"
"3461","Euplectes hartlaubi","AFR169_Euplectes hartlaubi","Passeriformes","Ploceidae","Euplectes",0,"Euplectes_hartlaubi","yes"
"3464","Euplectes hordeaceus","RECOB3_Euplectes hordeaceus","Passeriformes","Ploceidae","Euplectes",0,"Euplectes_hordeaceus","yes"
"3478","Euplectes macroura","REB4_Euplectes macroura","Passeriformes","Ploceidae","Euplectes",0,"Euplectes_macroura","yes"
"3486","Euplectes orix","RBQ03_Euplectes orix","Passeriformes","Ploceidae","Euplectes",0,"Euplectes_orix","yes"
"3510","Eurystomus glaucurus","AFR162_Eurystomus glaucurus","Coraciiformes","Coraciidae","Eurystomus",0,"Eurystomus_glaucurus","yes"
"3511","Euscarthmus meloryphus","EMPALN02_Euscarthmus meloryphus","Passeriformes","Tyrannidae","Euscarthmus",0,NA,NA
"3512","Eutoxeres aquila","EUTAQU01_Eutoxeres aquila","Trochiliformes","Trochilidae","Eutoxeres",0,"Eutoxeres_aquila","yes"
"3513","Eutoxeres condamini","TROAED20_Eutoxeres condamini","Trochiliformes","Trochilidae","Eutoxeres",0,NA,NA
"3517","Falcipennis canadensis","TETURO02_Falcipennis canadensis","Galliformes","Phasianidae","Falcipennis",0,NA,NA
"3524","Falco amurensis","FALAMU01_Falco amurensis","Falconiformes","Falconidae","Falco",0,NA,NA
"3532","Falco cherrug","BUBIBI01_Falco cherrug","Falconiformes","Falconidae","Falco",0,NA,NA
"3533","Falco columbarius","FASPA02_Falco columbarius","Falconiformes","Falconidae","Falco",0,NA,NA
"3535","Falco deiroleucus","FADEI01_Falco deiroleucus","Falconiformes","Falconidae","Falco",0,NA,NA
"3536","Falco eleonorae","CIAE02_Falco eleonorae","Falconiformes","Falconidae","Falco",0,"Falco_eleonorae","yes"
"3540","Falco naumanni","LK05_Falco naumanni","Falconiformes","Falconidae","Falco",0,"Falco_naumanni","yes"
"3546","Falco peregrinus","MYCAME02_Falco peregrinus","Falconiformes","Falconidae","Falco",0,"Falco_peregrinus","yes"
"3548","Falco sparverius","SALAUR01_Falco sparverius","Falconiformes","Falconidae","Falco",0,"Falco_sparverius","yes"
"3554","Falco subbuteo","FALSUB01_Falco subbuteo","Falconiformes","Falconidae","Falco",0,NA,NA
"3556","Falco tinnunculus","FALTIN08_Falco tinnunculus","Falconiformes","Falconidae","Falco",0,"Falco_tinnunculus","yes"
"3578","Ficedula albicollis","TURDUS1_Ficedula albicollis","Passeriformes","Muscicapidae","Ficedula",0,"Ficedula_albicollis","yes"
"3616","Ficedula elisae","HLW1_Ficedula elisae","Passeriformes","Muscicapidae","Ficedula",0,"Ficedula_narcissina","no"
"3617","Ficedula hyperythra","DELURB5_Ficedula hyperythra","Passeriformes","Muscicapidae","Ficedula",0,NA,NA
"3618","Ficedula hypoleuca","PHSIB1_Ficedula hypoleuca","Passeriformes","Muscicapidae","Ficedula",0,"Ficedula_hypoleuca","yes"
"3650","Ficedula monileger","FIMON01_Ficedula monileger","Passeriformes","Muscicapidae","Ficedula",0,NA,NA
"3653","Ficedula narcissina","FICNAR02_Ficedula narcissina","Passeriformes","Muscicapidae","Ficedula",0,NA,NA
"3655","Ficedula nigrorufa","ORW1_Ficedula nigrorufa","Passeriformes","Muscicapidae","Ficedula",0,NA,NA
"3659","Ficedula parva","ORW1_Ficedula parva","Passeriformes","Muscicapidae","Ficedula",0,"Ficedula_parva","yes"
"3669","Ficedula semitorquata","COLL2_Ficedula semitorquata","Passeriformes","Muscicapidae","Ficedula",0,"Ficedula_semitorquata","yes"
"3677","Ficedula speculigera","COLL3_Ficedula speculigera","Passeriformes","Muscicapidae","Ficedula",0,"Ficedula_hypoleuca","no"
"3678","Ficedula westermanni","FIWES01_Ficedula westermanni","Passeriformes","Muscicapidae","Ficedula",0,NA,NA
"3679","Ficedula zanthopygia","FIZAN01_Ficedula zanthopygia","Passeriformes","Muscicapidae","Ficedula",0,NA,NA
"3680","Florisuga mellivora","TROAED20_Florisuga mellivora","Trochiliformes","Trochilidae","Florisuga",0,NA,NA
"3681","Formicarius analis","FORANA01_Formicarius analis","Passeriformes","Formicariidae","Formicarius",0,"Formicarius_analis","yes"
"3683","Formicarius colma","FORCOL07_Formicarius colma","Passeriformes","Formicariidae","Formicarius",0,"Formicarius_colma","yes"
"3694","Formicarius rufipectus","FORRUF02_Formicarius rufipectus","Passeriformes","Formicariidae","Formicarius",0,NA,NA
"3696","Formicivora grisea","FORGRI01_Formicivora grisea","Passeriformes","Thamnophilidae","Formicivora",0,"Formicivora_grisea","yes"
"3700","Formicivora melanogaster","FOSER01_Formicivora melanogaster","Passeriformes","Thamnophilidae","Formicivora",0,"Formicivora_melanogaster","yes"
"3705","Formicivora rufa","FORRUF01_Formicivora rufa","Passeriformes","Thamnophilidae","Formicivora",0,NA,NA
"3706","Formicivora serrana","FOSER01_Formicivora serrana","Passeriformes","Thamnophilidae","Formicivora",0,"Formicivora_serrana","yes"
"3707","Foudia eminentissima","REB4_Foudia eminentissima","Passeriformes","Ploceidae","Foudia",0,"Foudia_eminentissima","yes"
"3710","Foudia flavicans","GRW04_Foudia flavicans","Passeriformes","Ploceidae","Foudia",1,"Foudia_flavicans","yes"
"3711","Foudia madagascariensis","COLL7_Foudia madagascariensis","Passeriformes","Ploceidae","Foudia",0,"Foudia_madagascariensis","yes"
"3723","Foudia omissa","FOUOMI08_Foudia omissa","Passeriformes","Ploceidae","Foudia",0,"Foudia_omissa","yes"
"3749","Foudia sechellarum","FOUSEY01_Foudia sechellarum","Passeriformes","Ploceidae","Foudia",0,"Foudia_sechellarum","yes"
"3750","Francolinus levaillantii","AFR245_Francolinus levaillantii","Galliformes","Phasianidae","Francolinus",0,"Francolinus_levaillantii","yes"
"3752","Francolinus squamatus","FRASQU01_Francolinus squamatus","Galliformes","Phasianidae","Francolinus",0,NA,NA
"3753","Fraseria cinerascens","INMAC01_Fraseria cinerascens","Passeriformes","Muscicapidae","Fraseria",0,"Fraseria_cinerascens","yes"
"3756","Fratercula arctica","LINN1_Fratercula arctica","Charadriiformes","Alcidae","Fratercula",0,NA,NA
"3758","Fregata andrewsi","FREMIN01_Fregata andrewsi","Pelecaniformes","Fregatidae","Fregata",0,"Fregata_andrewsi","yes"
"3760","Fregata aquila","FREMIN01_Fregata aquila","Pelecaniformes","Fregatidae","Fregata",0,"Fregata_aquila","yes"
"3761","Fregata magnificens","FREMIN01_Fregata magnificens","Pelecaniformes","Fregatidae","Fregata",0,"Fregata_magnificens","yes"
"3764","Fregata minor","FREAND01_Fregata minor","Pelecaniformes","Fregatidae","Fregata",0,"Fregata_minor","yes"
"3766","Fringilla coelebs","GRW11_Fringilla coelebs","Passeriformes","Fringillidae","Fringilla",1,"Fringilla_coelebs","yes"
"3810","Fringilla montifringilla","CCF2_Fringilla montifringilla","Passeriformes","Fringillidae","Fringilla",0,"Fringilla_montifringilla","yes"
"3817","Fulica atra","FULATR01_Fulica atra","Gruiformes","Rallidae","Fulica",0,NA,NA
"3820","Fulica cristata","LINN1_Fulica cristata","Gruiformes","Rallidae","Fulica",0,"Fulica_cristata","yes"
"3821","Furnarius leucopus","TROAED06_Furnarius leucopus","Passeriformes","Furnariidae","Furnarius",0,"Furnarius_leucopus","yes"
"3830","Furnarius rufus","FURRUF01_Furnarius rufus","Passeriformes","Furnariidae","Furnarius",0,"Furnarius_rufus","yes"
"3833","Galbula albirostris","GALALB01_Galbula albirostris","Galbuliformes","Galbulidae","Galbula",0,"Galbula_albirostris","yes"
"3834","Galbula cyanicollis","PADOM17_Galbula cyanicollis","Galbuliformes","Galbulidae","Galbula",0,"Galbula_cyanicollis","yes"
"3843","Galbula ruficauda","GARUF01_Galbula ruficauda","Galbuliformes","Galbulidae","Galbula",0,"Galbula_ruficauda","yes"
"3845","Galerida cristata","LK06_Galerida cristata","Passeriformes","Alaudidae","Galerida",0,"Galerida_cristata","yes"
"3846","Galerida modesta","SUNLA1_Galerida modesta","Passeriformes","Alaudidae","Galerida",0,"Galerida_modesta","yes"
"3847","Gallinago gallinago","SGS1_Gallinago gallinago","Charadriiformes","Scolopacidae","Gallinago",1,"Gallinago_gallinago","yes"
"3848","Gallinago hardwickii","GALHAR01_Gallinago hardwickii","Charadriiformes","Scolopacidae","Gallinago",0,NA,NA
"3851","Gallinago megala","GALHAR01_Gallinago megala","Charadriiformes","Scolopacidae","Gallinago",0,NA,NA
"3857","Gallinago stenura","GALHAR01_Gallinago stenura","Charadriiformes","Scolopacidae","Gallinago",0,NA,NA
"3858","Gallinula chloropus","SW2_Gallinula chloropus","Gruiformes","Rallidae","Gallinula",0,"Gallinula_chloropus","yes"
"3860","Gallus gallus","GALLUS12_Gallus gallus","Galliformes","Phasianidae","Gallus",0,"Gallus_gallus","yes"
"3909","Garrulax albogularis","NILSUN01_Garrulax albogularis","Passeriformes","Timaliidae","Garrulax",0,NA,NA
"3910","Garrulax delesserti","GARDEL01_Garrulax delesserti","Passeriformes","Timaliidae","Garrulax",0,NA,NA
"3916","Garrulax erythrocephalus","TROERY02_Garrulax erythrocephalus","Passeriformes","Timaliidae","Garrulax",0,NA,NA
"3918","Garrulax lineatus","TROLIN02_Garrulax lineatus","Passeriformes","Timaliidae","Garrulax",0,NA,NA
"3920","Garrulax pectoralis","GARPEC01_Garrulax pectoralis","Passeriformes","Timaliidae","Garrulax",0,"Garrulax_pectoralis","yes"
"3921","Garrulax sannio","GASAN01_Garrulax sannio","Passeriformes","Timaliidae","Garrulax",0,"Garrulax_sannio","yes"
"3922","Garrulax striatus","ALMOR01_Garrulax striatus","Passeriformes","Timaliidae","Garrulax",0,"Garrulax_striatus","yes"
"3923","Garrulax variegatus","TROERY01_Garrulax variegatus","Passeriformes","Timaliidae","Garrulax",0,NA,NA
"3924","Garrulus glandarius","GAGLA06_Garrulus glandarius","Passeriformes","Corvidae","Garrulus",0,"Garrulus_glandarius","yes"
"3938","Gavia immer","PADOM11_Gavia immer","Gaviiformes","Gaviidae","Gavia",0,"Gavia_immer","yes"
"3941","Gavia stellata","GAVSTE01_Gavia stellata","Gaviiformes","Gaviidae","Gavia",0,NA,NA
"3943","Geococcyx californianus","ZEMAC01_Geococcyx californianus","Cuculiformes","Neomorphidae","Geococcyx",0,NA,NA
"3944","Geokichla citrina","ZOOCIT02_Geokichla citrina","Passeriformes","Turdidae","Geokichla",0,NA,NA
"3946","Geospiza fortis","SPMEN03_Geospiza fortis","Passeriformes","Fringillidae","Geospiza",0,"Geospiza_fortis","yes"
"3947","Geospiza fuliginosa","GEOFUL01_Geospiza fuliginosa","Passeriformes","Fringillidae","Geospiza",0,"Geospiza_fuliginosa","yes"
"3949","Geospizopsis unicolor","POOCAE02_Geospizopsis unicolor","Passeriformes","Thraupidae","Geospizopsis",0,NA,NA
"3953","Geothlypis aequinoctialis","GEOTRI01_Geothlypis aequinoctialis","Passeriformes","Parulidae","Geothlypis",0,NA,NA
"3955","Geothlypis trichas","TUMIG03_Geothlypis trichas","Passeriformes","Parulidae","Geothlypis",0,"Geothlypis_trichas","yes"
"3989","Geotrygon frenata","GEOFRE01_Geotrygon frenata","Columbiformes","Columbidae","Geotrygon",0,NA,NA
"3991","Geotrygon linearis","GEOLIN01_Geotrygon linearis","Columbiformes","Columbidae","Geotrygon",0,"Geotrygon_linearis","yes"
"3992","Geotrygon montana","EUXAN01_Geotrygon montana","Columbiformes","Columbidae","Geotrygon",0,"Geotrygon_montana","yes"
"3999","Geronticus calvus","CXPIP16_Geronticus calvus","Ciconiiformes","Threskiornithidae","Geronticus",0,"Geronticus_calvus","yes"
"4000","Gerygone mouki","SERCIT01_Gerygone mouki","Passeriformes","Acanthizidae","Gerygone",0,"Gerygone_mouki","yes"
"4001","Gerygone palpebrosa","GERPAL02_Gerygone palpebrosa","Passeriformes","Acanthizidae","Gerygone",0,"Gerygone_palpebrosa","yes"
"4003","Glaucidium brodiei","GLBRO02_Glaucidium brodiei","Strigiformes","Strigidae","Glaucidium",0,NA,NA
"4005","Glaucidium cuculoides","GLACUC03_Glaucidium cuculoides","Strigiformes","Strigidae","Glaucidium",0,"Glaucidium_cuculoides","yes"
"4017","Glaucidium sjostedti","GLSJO02_Glaucidium sjostedti","Strigiformes","Strigidae","Glaucidium",0,"Glaucidium_sjostedti","yes"
"4019","Glaucis hirsutus","EUPMAC02_Glaucis hirsutus","Trochiliformes","Trochilidae","Glaucis",0,NA,NA
"4030","Glycifohia notabilis","PHYNOT01_Glycifohia notabilis","Passeriformes","Meliphagidae","Glycifohia",0,"Phylidonyris_notabilis","no"
"4032","Glyphorynchus spirurus","GLYSPI02_Glyphorynchus spirurus","Passeriformes","Furnariidae","Glyphorynchus",0,"Glyphorynchus_spirurus","yes"
"4042","Gnorimopsar chopi","PADOM09_Gnorimopsar chopi","Passeriformes","Icteridae","Gnorimopsar",0,"Gnorimopsar_chopi","yes"
"4047","Gorsachius goisagi","GORGOI01_Gorsachius goisagi","Ciconiiformes","Ardeidae","Gorsachius",0,"Gorsachius_goisagi","yes"
"4050","Grallaria andicolus","GRAAND01_Grallaria andicolus","Passeriformes","Formicariidae","Grallaria",0,NA,NA
"4052","Grallaria blakei","GRABLA01_Grallaria blakei","Passeriformes","Formicariidae","Grallaria",0,NA,NA
"4053","Grallaria carrikeri","GRACAR01_Grallaria carrikeri","Passeriformes","Formicariidae","Grallaria",0,NA,NA
"4054","Grallaria guatimalensis","GRAGUA01_Grallaria guatimalensis","Passeriformes","Formicariidae","Grallaria",0,NA,NA
"4055","Grallaria quitensis","GRAQUI02_Grallaria quitensis","Passeriformes","Formicariidae","Grallaria",0,"Grallaria_quitensis","yes"
"4057","Grallaria ruficapilla","COEVIO04_Grallaria ruficapilla","Passeriformes","Formicariidae","Grallaria",0,"Grallaria_ruficapilla","yes"
"4060","Grallaria rufula","CNERUB01_Grallaria rufula","Passeriformes","Formicariidae","Grallaria",0,NA,NA
"4062","Grallaria squamigera","GRSQU01_Grallaria squamigera","Passeriformes","Formicariidae","Grallaria",0,NA,NA
"4064","Grallaricula peruviana","CATUST06_Grallaricula peruviana","Passeriformes","Formicariidae","Grallaricula",0,NA,NA
"4065","Grallina cyanoleuca","MPLRK01_Grallina cyanoleuca","Passeriformes","Monarchidae","Grallina",0,"Grallina_cyanoleuca","yes"
"4067","Griseotyrannus aurantioatrocristatus","PADOM17_Griseotyrannus aurantioatrocristatus","Passeriformes","Tyrannidae","Griseotyrannus",0,NA,NA
"4069","Grus americana","GRUAME03_Grus americana","Gruiformes","Gruidae","Grus",0,"Grus_americana","yes"
"4072","Grus carunculatus","BAREGI09_Grus carunculatus","Gruiformes","Gruidae","Grus",0,NA,NA
"4075","Grus grus","GRUS1_Grus grus","Gruiformes","Gruidae","Grus",0,"Grus_grus","yes"
"4077","Grus japonensis","SW5_Grus japonensis","Gruiformes","Gruidae","Grus",0,NA,NA
"4080","Grus leucogeranus","SGS1_Grus leucogeranus","Gruiformes","Gruidae","Grus",1,NA,NA
"4082","Grus monacha","GRUMON01_Grus monacha","Gruiformes","Gruidae","Grus",0,NA,NA
"4083","Grus nigricollis","CXPIP15_Grus nigricollis","Gruiformes","Gruidae","Grus",0,"Grus_nigricollis","yes"
"4086","Grus vipio","CB1_Grus vipio","Gruiformes","Gruidae","Grus",0,NA,NA
"4090","Guaruba guarouba","DENPET03_Guaruba guarouba","Psittaciformes","Psittacidae","Guaruba",0,"Guaruba_guarouba","yes"
"4091","Gubernatrix cristata","PADOM17_Gubernatrix cristata","Passeriformes","Fringillidae","Gubernatrix",0,NA,NA
"4093","Gymnopithys leucaspis","GYMLEU02_Gymnopithys leucaspis","Passeriformes","Thamnophilidae","Gymnopithys",0,"Gymnopithys_leucaspis","yes"
"4098","Gymnopithys rufigula","MYRMAX01_Gymnopithys rufigula","Passeriformes","Thamnophilidae","Gymnopithys",0,"Gymnopithys_rufigula","yes"
"4099","Gymnopithys salvini","THAMAE01_Gymnopithys salvini","Passeriformes","Thamnophilidae","Gymnopithys",0,"Gymnopithys_salvini","yes"
"4108","Gymnorhinus cyanocephalus","TROAED24_Gymnorhinus cyanocephalus","Passeriformes","Corvidae","Gymnorhinus",0,"Gymnorhinus_cyanocephalus","yes"
"4112","Gymnoris pyrgita","GYMDEN01_Gymnoris pyrgita","Passeriformes","Passeridae","Gymnoris",0,NA,NA
"4113","Gymnoris superciliaris","GRW09_Gymnoris superciliaris","Passeriformes","Passeridae","Gymnoris",0,"Petronia_superciliaris","no"
"4118","Gyps bengalensis","GYPBEN01_Gyps bengalensis","Falconiformes","Accipitridae","Gyps",0,"Gyps_bengalensis","yes"
"4120","Gyps coprotheres","CHRKLA02_Gyps coprotheres","Falconiformes","Accipitridae","Gyps",0,NA,NA
"4121","Gyps fulvus","CIAE02_Gyps fulvus","Falconiformes","Accipitridae","Gyps",0,"Gyps_fulvus","yes"
"4122","Gyps himalayensis","ORW1_Gyps himalayensis","Falconiformes","Accipitridae","Gyps",0,NA,NA
"4124","Gyps tenuirostris","GYPTEN01_Gyps tenuirostris","Falconiformes","Accipitridae","Gyps",0,"Gyps_tenuirostris","yes"
"4126","Habia rubica","BAEBIC02_Habia rubica","Passeriformes","Fringillidae","Habia",0,"Habia_rubica","yes"
"4130","Halcyon albiventris","VIMWE1_Halcyon albiventris","Coraciiformes","Alcedinidae","Halcyon",0,NA,NA
